type_compte,anciennete_compte,age_client,statut_professionnel,revenus_mensuels,region,montant_transaction,type_transaction,categorie_marchand,pays_transaction,heure_transaction,jour_semaine,mode_paiement,nb_trans_24h,montant_total_24h,nb_pays_24h,distance_trans_precedente,temps_depuis_derniere_trans,montant_moyen_30j,ratio_montant_moyen,auth_3d_secure,ip_match_pays,appareil_connu,nb_tentatives_echouees,score_risque_marchand,is_fraud,annee_transaction,mois_transaction
3,28.55,38.83281557371636,2,2331.11,7,61.8,2,1,6,11,0,0,1.0,179.52,2,60.2,448.14,445.39,0.1387592407066319,0,1,0,0.0,7.0,0,2023,5
3,126.94,60.619657922265176,1,4714.49,9,118.12,4,1,6,8,6,4,1.0,72.03,1,27.7,708.12,1448.24,0.0815625654316634,1,1,1,0.0,2.0,0,2023,2
3,51.19,57.86095950123463,3,2376.49,4,92.73,1,0,6,7,1,2,2.0,145.17,1,9.82,956.61,419.11,0.2212423706630274,1,1,1,0.0,1.0,0,2023,6
0,78.39,59.95172341039004,5,3365.08,4,88.17,0,3,5,23,3,0,2.0,145.8,1,32.86,634.53,205.54,0.4289935556566398,1,1,1,0.0,2.0,0,2023,8
3,68.54,29.811966886182795,2,1393.53,3,235.48,0,7,6,21,5,0,1.0,73.29,1,22.57,716.26,536.33,0.4390588495838159,1,1,1,1.0,3.0,0,2023,2
0,35.48,37.0455178559636,2,1704.57,7,41.69,0,5,6,8,3,4,3.0,92.48,1,24.32,601.36,386.55,0.1078538416156658,0,1,1,0.0,4.0,0,2023,5
0,36.35,41.68994449907744,0,1958.08,7,83.06,0,7,6,13,2,2,4.0,101.34,1,43.47,167.31,679.48,0.1222418319265723,1,1,1,0.0,1.0,0,2023,12
3,90.59,22.53894866122218,1,7546.99,6,183.9,4,1,6,9,6,4,1.0,102.18,1,10.18,477.85,2066.29,0.089002164505169,1,1,1,0.0,7.0,0,2023,7
0,44.82,51.183692349632885,1,3842.36,11,60.19,1,7,6,18,0,4,1.0,7.46,1,28.43,908.97,674.58,0.0892249074140531,1,1,0,0.0,1.0,0,2023,6
0,68.59,56.37096129299782,5,843.18,0,72.47,1,7,6,20,3,1,3.0,176.36,1,29.36,439.38,276.3,0.2622990445810801,0,1,1,0.0,5.0,0,2023,11
3,91.36,21.344591794488924,5,325.11,6,82.21,1,8,6,18,0,4,2.0,121.35,1,36.34,362.56,123.62,0.6650382579266929,1,1,1,0.0,2.0,0,2023,9
0,44.83,18.0,2,2488.96,3,46.91,0,7,6,8,1,2,4.0,358.57,1,24.3,761.19,427.67,0.1096809446843892,1,1,1,0.0,7.0,0,2023,7
0,34.12,18.0,5,589.75,7,52.28,1,7,6,9,2,0,3.0,88.57,1,17.3,512.64,115.31,0.453393314811201,1,1,1,0.0,2.0,0,2023,5
0,74.31,30.91239544655121,3,3365.08,11,51.13,0,1,6,14,5,0,1.0,61.27,1,15.21,780.62,833.21,0.0613707320595766,1,1,1,0.0,3.0,0,2023,6
0,32.67,48.21255186868709,3,5639.07,0,78.4,3,1,0,12,3,2,0.0,0.0,1,32.6,1189.66,1018.94,0.0769471809052999,1,1,1,0.0,5.0,0,2023,8
1,97.54,58.01413885856656,1,8322.4,4,70.62,1,8,6,18,3,4,1.0,22.66,2,2.98,591.24,2171.18,0.0325245196237738,1,0,1,0.0,4.0,0,2023,5
2,46.69,78.47624219652604,3,4241.23,0,73.59,2,1,6,13,3,2,4.0,449.53,1,13.22,716.0,1050.15,0.0700784349598936,1,1,1,0.0,1.0,0,2023,7
2,62.7,20.034150365771414,3,3405.8,4,93.47,2,1,6,18,2,4,3.0,78.43,1,7.2,1458.3,1314.13,0.0711293343678091,0,1,1,0.0,1.0,0,2023,4
0,74.07,25.695551210389027,5,304.89,5,29.1,1,6,6,14,5,4,4.0,67.12,1,4.58,1178.55,121.83,0.2388865722667358,1,1,1,2.0,3.0,0,2023,9
1,68.8,38.1804197115277,3,4641.87,7,73.37,3,1,6,15,4,0,2.0,212.6,1,45.48,502.5,884.98,0.0480150163448958,0,1,1,0.0,3.0,0,2023,1
1,41.71,37.45116210310807,3,3576.42,7,231.58,0,6,6,20,0,2,2.0,177.92,1,37.07,998.82,1018.43,0.2273868684747811,1,1,1,1.0,4.0,0,2023,3
0,98.41,19.42213262031929,3,3684.06,6,98.19,0,7,6,16,6,3,5.0,401.93,1,20.85,490.94,1258.99,0.0779874178549607,0,0,1,0.0,3.0,0,2023,10
2,43.15,26.32959430386488,2,2812.39,11,127.41,1,7,5,16,1,0,1.0,12.0,1,5.72,852.06,795.85,0.1600916450151673,1,1,0,1.0,2.0,0,2023,10
3,75.26,32.05421839811041,5,736.41,7,33.85,2,1,6,7,2,4,3.0,267.16,1,12.5,1394.79,175.2,0.1931836781368477,1,1,1,0.0,3.0,0,2023,7
3,72.13,53.38374645105258,3,4516.81,4,142.44,1,3,6,8,0,3,2.0,31.85,1,27.5,1263.73,1201.14,0.1185889649027948,1,1,1,0.0,3.0,0,2023,6
2,43.08,48.2870673382911,3,3715.19,3,76.0,0,0,6,15,4,2,3.0,4.47,1,26.36,700.89,758.83,0.1001520124672232,1,1,1,0.0,1.0,0,2023,1
0,57.59,63.43839161525944,1,6553.27,6,118.6,1,0,6,15,5,4,2.0,204.97,1,9.5,879.66,1675.29,0.0707944343629595,0,1,1,0.0,1.0,0,2023,4
0,73.84,46.24052367521367,1,5709.85,6,66.81,3,1,6,8,5,3,1.0,69.13,2,27.56,724.3,1145.08,0.0583463016101818,1,1,1,0.0,5.0,0,2023,2
3,46.59,31.61315550001482,3,3365.08,11,103.79,3,1,6,0,3,4,1.0,226.46,1,66.31,1282.75,788.21,0.1316831514462236,1,1,1,1.0,1.0,0,2023,9
0,52.68,37.46511462328108,2,4443.49,4,221.78,1,5,6,22,3,0,3.0,118.64,2,1.93,1081.17,964.72,0.2298898207842448,1,1,1,0.0,7.0,0,2023,1
3,99.49,54.61497829903067,2,2276.82,6,103.07,1,8,6,20,6,4,3.0,274.13,1,17.3,1292.32,820.91,0.1255533062523344,1,1,0,0.0,3.0,0,2023,2
0,66.51,25.71875790606384,2,3084.07,9,143.1,0,0,6,16,0,1,0.0,0.0,1,17.3,562.48,884.98,0.2841902778248605,1,1,1,0.0,1.0,0,2023,12
0,70.27,18.0,3,4398.19,6,42.81,0,8,6,17,4,2,1.0,30.89,1,36.14,635.75,778.65,0.0549752918383207,0,1,1,0.0,7.0,0,2023,10
3,85.58,59.98235041175337,4,534.4,7,120.76,3,1,6,8,5,0,3.0,227.11,1,23.77,232.32,884.98,1.1005367781492963,1,1,0,0.0,3.0,0,2023,5
0,18.48,25.581847716096007,2,1698.97,2,146.72,0,6,6,8,2,2,0.0,0.0,1,19.77,867.16,884.98,0.4425484100455878,1,1,1,1.0,4.0,0,2023,11
3,46.12,43.77633463163568,2,1917.36,4,72.48,4,1,6,14,5,0,2.0,115.79,1,43.12,442.62,579.15,0.1251479152096119,1,1,1,0.0,3.0,0,2023,9
3,24.18,39.03184640175897,3,3200.39,11,67.55,0,4,0,7,6,4,2.0,71.53,1,14.89,806.58,884.98,0.1171277124570769,0,1,1,0.0,3.0,0,2023,6
0,59.97,34.06024416519826,3,4183.51,5,42.54,1,3,6,11,0,0,0.0,0.0,1,8.39,915.64,1593.77,0.0266918026906846,1,1,0,0.0,1.0,0,2023,12
2,48.32,37.87820427845057,2,1113.99,4,57.93,3,1,6,16,6,2,1.0,166.7,1,19.12,641.78,230.85,0.2509548151094965,1,1,1,0.0,5.0,0,2023,12
3,60.01,41.08435581210285,3,4549.75,6,103.82,2,1,6,14,1,2,2.0,95.51,1,35.57,1362.82,1024.07,0.1013815677276615,0,1,1,0.0,5.0,0,2023,6
0,52.12,33.51277576931689,2,1894.08,1,38.8,4,1,0,20,5,0,1.0,33.99,2,32.39,402.44,467.37,0.0830191252191752,1,1,0,0.0,3.0,0,2023,10
2,119.52,39.54805016657851,1,3365.08,4,97.01,4,1,6,21,3,1,3.0,322.63,1,4.97,1696.35,563.64,0.1721094033261629,0,1,0,0.0,7.0,0,2023,12
0,46.07,28.975177635259502,3,2235.0,11,126.74,0,7,0,10,0,2,1.0,32.13,1,34.76,1108.24,409.81,0.3092711825215055,1,1,1,0.0,3.0,0,2023,4
0,28.23,39.31838611072901,0,3445.11,11,190.55,2,1,6,22,5,2,2.0,209.37,3,18.07,819.95,1354.12,0.1407200927488986,1,1,1,0.0,4.0,0,2023,2
3,36.8,31.09653618209491,3,4400.23,8,62.71,1,0,5,12,3,4,1.0,47.81,1,27.68,1070.12,1714.03,0.0365885228818093,0,1,1,0.0,3.0,0,2023,8
3,75.42,41.90335789694254,1,3365.08,9,53.64,1,5,6,21,3,4,2.0,148.75,1,49.87,754.38,1112.45,0.0482208501339192,1,1,1,0.0,4.0,0,2023,7
3,34.26,65.92974949927694,2,2504.52,4,131.72,3,1,5,11,3,3,0.0,0.0,1,8.97,616.0,654.22,0.2013373704187832,1,1,1,0.0,2.0,0,2023,3
0,124.4,48.05976608995179,1,4816.15,9,53.44,0,0,4,8,5,2,1.0,235.22,1,23.62,884.1,1418.93,0.0376647158155113,0,1,1,0.0,1.0,0,2023,11
3,17.63,73.18727468658852,2,4038.61,6,36.27,0,0,7,20,6,0,1.0,13.46,1,17.15,1305.94,884.98,0.0380260310869836,0,1,0,1.0,2.0,0,2023,11
1,80.72,35.362922464730474,1,4016.34,0,32.58,0,8,3,9,0,1,1.0,25.21,2,22.33,819.74,1379.05,0.0236214049982106,0,1,1,0.0,1.0,0,2023,3
1,77.23,53.30430121856191,5,486.8,5,49.23,0,0,6,10,1,2,500.0,358.93,1,41.49,1676.69,884.98,0.551119614939086,1,1,1,0.0,7.0,0,2023,12
2,52.71,57.13525743932786,2,2697.91,7,137.71,0,0,6,17,0,4,2.0,162.11,1,19.99,1258.07,578.84,0.2379111467148904,1,1,1,0.0,2.0,0,2023,3
3,40.88,58.731642550686814,0,3483.77,11,140.54,4,1,6,14,0,2,1.0,274.56,1,43.2,752.93,1095.06,0.1283402581957829,1,1,0,0.0,3.0,0,2023,3
0,61.57,58.24041683500808,5,644.18,11,115.64,2,1,6,16,2,1,3.0,55.78,1,50.08,1403.37,140.02,0.8259185766378045,1,1,1,0.0,1.0,0,2023,3
0,65.17,29.879437938982623,3,6454.23,2,152.08,1,8,6,19,1,2,2.0,110.94,1,50.04,276.31,2110.86,0.0720483408594185,1,1,1,1.0,8.0,0,2023,11
0,46.72,35.98997062710856,5,1816.73,9,86.39,1,7,6,15,1,4,1.0,16.72,1,0.78,1160.08,521.32,0.1657220560836185,1,0,1,0.0,4.0,0,2023,5
1,26.0,24.320650672328128,3,4710.37,7,274.7,0,0,1,8,2,2,3.0,448.14,1,11.32,1219.39,1003.19,0.2738264945219814,1,1,1,0.0,3.0,0,2023,1
2,63.57,60.99494417940319,3,4220.75,2,115.1,3,1,6,18,6,4,3.0,169.67,1,17.3,962.68,884.98,0.0992741781752839,1,0,1,0.0,1.0,0,2023,2
0,17.84,34.20359026745278,3,5722.0,11,100.96,4,1,6,7,2,2,1.0,33.26,1,6.72,274.64,1573.2,0.0641716929621335,1,1,1,0.0,2.0,0,2023,6
2,72.36,46.40211797067301,3,3937.29,11,81.54,2,1,6,12,4,4,500.0,0.0,1,9.85,846.77,1208.69,0.0674582669449989,0,1,1,0.0,5.0,0,2023,1
2,97.07,64.17406445569279,4,633.26,0,51.08,0,2,6,12,0,0,2.0,52.61,1,34.57,1093.86,95.88,0.532793647796959,1,1,1,0.0,1.0,0,2023,8
3,63.78,18.0,3,4457.03,5,130.05,0,7,6,13,6,0,0.0,0.0,1,1.73,694.97,1280.35,0.101572815771613,1,1,1,0.0,1.0,0,2023,9
0,140.0,59.02915865591619,1,4569.03,3,177.61,4,1,6,14,4,0,0.0,0.0,1,1.93,550.76,715.79,0.2481364535120826,1,1,1,0.0,7.0,0,2023,1
2,132.46,41.82657800091798,3,5951.63,2,266.45,0,7,6,1,4,2,0.0,0.0,1,17.15,1954.39,1866.84,0.1427295818659537,1,1,1,0.0,3.0,0,2023,10
1,39.64,26.076761957335417,4,679.27,2,172.98,0,7,6,18,1,0,4.0,260.04,1,6.92,449.56,147.61,1.1718755247932533,1,1,1,0.0,1.0,0,2023,9
3,44.45,22.06998476863435,3,4351.72,11,25.57,1,7,6,11,1,2,1.0,42.49,1,14.97,809.2,884.98,0.0191897203998156,0,1,1,0.0,1.0,0,2023,2
0,28.63,21.312983075921423,2,2789.09,9,164.9,1,5,6,1,1,0,3.0,22.82,1,15.41,891.98,515.15,0.3201057842880851,1,1,0,1.0,2.0,0,2023,8
2,54.49,49.79494580808992,3,3581.14,9,60.1,0,1,6,19,5,0,2.0,64.02,1,17.43,1083.9,1364.33,0.0440473352616034,1,1,1,0.0,3.0,0,2023,12
1,70.39,18.0,1,7563.94,2,141.57,2,1,9,17,3,4,0.0,0.0,1,38.69,150.55,1725.72,0.08203582307442,1,1,0,0.0,5.0,0,2023,9
0,18.26,65.44459701196709,1,5655.35,5,92.99,4,1,6,10,5,2,4.0,207.22,1,31.79,652.17,1900.64,0.0489237995090043,1,1,1,0.0,6.0,0,2023,11
3,16.85,32.14735441010252,3,3365.08,8,137.32,0,1,6,18,0,4,4.0,171.48,1,12.48,458.56,1152.66,0.1191362215110259,1,1,1,0.0,8.0,0,2023,11
0,23.66,39.178777143537445,3,2524.72,5,55.21,1,1,6,13,3,1,1.0,29.24,1,34.07,1011.8,656.39,0.0841085101337864,1,1,1,0.0,3.0,0,2023,4
3,74.62,20.81990029434037,3,8409.55,2,68.95,0,1,6,11,2,0,1.0,256.35,1,12.56,362.08,1790.97,0.0384987898165544,1,1,1,0.0,2.0,0,2023,2
3,74.86,24.01321227033181,1,6572.63,5,33.41,0,7,6,17,5,3,1.0,42.72,2,17.3,906.19,2387.94,0.0139904793683849,1,1,1,1.0,2.0,0,2023,12
0,133.71,39.34200196032677,2,1633.76,3,95.29,3,1,6,8,1,3,3.0,124.39,1,33.6,797.74,482.69,0.1974114038602675,1,1,1,0.0,5.0,0,2023,2
0,31.05,35.495220194010194,2,3221.12,3,143.95,3,1,6,7,5,4,2.0,154.65,1,7.79,1158.93,840.72,0.1712221330931368,1,1,1,0.0,4.0,0,2023,10
2,55.82,49.08832018450378,3,6694.55,11,45.39,1,0,6,16,5,0,5.0,80.86,1,9.85,279.95,2182.33,0.0207985129536051,1,1,1,0.0,2.0,0,2023,4
1,67.61,49.60900296091943,2,2976.77,7,68.04,0,1,6,9,3,0,4.0,97.02,1,38.71,1589.31,454.49,0.1497087964740787,0,1,1,0.0,3.0,0,2023,7
0,24.4,37.025686490925615,1,4434.56,1,236.28,1,2,6,17,5,0,2.0,164.47,1,12.39,660.47,687.58,0.3436394684876353,0,1,1,0.0,2.0,0,2023,3
0,79.76,44.52260307841965,3,3365.08,0,85.32,3,1,6,13,6,4,1.0,35.8,1,19.86,831.93,620.93,0.1374010449693517,0,1,1,2.0,3.0,0,2023,2
3,21.4,54.32902657948157,0,417.76,11,63.07,1,0,6,9,2,2,3.0,264.73,1,3.83,1098.92,124.95,0.5047763602114769,1,1,1,0.0,3.0,0,2023,3
2,53.54,53.82363322032593,1,3261.3,4,57.18,4,1,6,23,6,2,1.0,54.1,1,100000.0,736.98,595.15,0.0960824192367597,1,1,1,0.0,4.0,0,2023,8
0,52.5,49.54950966092177,3,2849.16,10,108.08,1,6,6,21,0,0,3.0,288.61,1,11.35,552.95,1069.92,0.1010155739708308,1,1,1,1.0,6.0,0,2023,7
1,77.79,29.19558129231652,3,4634.05,11,93.79,1,8,6,19,6,4,1.0,32.0,1,28.54,1333.53,784.87,0.119491180640557,1,1,0,0.0,2.0,0,2023,11
2,77.51,35.94362284298735,3,3073.0,11,127.79,0,4,6,0,0,2,1.0,46.65,2,17.3,1062.0,847.8,0.1507303070351447,1,1,1,0.0,3.0,0,2023,8
3,37.31,32.79859443480403,1,3778.02,0,30.31,0,5,6,9,5,4,1.0,96.89,2,43.08,416.12,1222.45,0.0247965524270692,1,1,1,0.0,9.0,0,2023,1
0,25.26,18.0,3,4298.7,0,159.02,0,0,6,17,6,4,0.0,0.0,1,4.67,923.55,1690.92,0.0940412950591598,1,1,1,0.0,4.0,0,2023,1
2,15.54,26.553142109061163,1,3900.81,10,17.41,3,1,6,23,3,3,8.0,9645.57,2,18.45,257.07,884.98,0.0119168908094591,0,1,1,7.0,8.0,1,2023,8
0,41.81,46.15885814675177,3,3700.43,3,66.43,1,6,8,21,4,2,0.0,0.0,1,10.65,524.77,1132.44,0.058659188516518,1,1,1,1.0,6.0,0,2023,10
3,60.76,62.63343823819724,1,4699.86,9,71.53,4,1,0,10,5,0,0.0,0.0,1,16.48,1188.08,820.02,0.0872266883511866,0,1,1,1.0,2.0,0,2023,3
0,57.1,48.87093112112324,2,1436.84,4,62.53,1,7,6,12,6,0,0.0,0.0,1,5.65,2206.69,427.45,0.1462944154816188,1,1,1,0.0,3.0,0,2023,12
3,123.37,51.61662772924628,3,4037.32,6,211.68,4,1,6,16,4,0,2.0,178.03,2,23.5,481.49,994.18,0.2129230725633615,1,1,1,0.0,4.0,0,2023,1
0,72.49,24.44533874973037,3,3365.08,0,76.19,4,1,6,15,6,2,3.0,292.43,1,84.35,1308.35,1100.83,0.0692104361268257,1,1,1,0.0,3.0,0,2023,9
3,56.7,43.29023356828229,3,3362.6,7,106.18,0,5,6,16,1,0,4.0,52.61,2,43.98,416.13,898.04,0.1182311672673479,1,1,1,0.0,1.0,0,2023,7
2,83.73,48.50220686211383,5,555.12,2,98.39,3,1,6,16,5,0,1.0,202.07,1,7.56,1393.95,192.86,0.5101915453471112,1,1,1,1.0,7.0,0,2023,1
0,61.38,65.64380327326523,2,2604.83,6,56.31,4,1,6,0,0,2,1.0,97.1,1,8.66,1590.75,731.03,0.0770341707553012,1,1,1,0.0,5.0,0,2023,11
3,52.6,57.15999351060177,3,5708.91,11,26.2,2,1,6,11,1,0,3.0,170.01,1,17.3,1723.86,2008.52,0.0130460597149642,0,1,1,0.0,2.0,0,2023,2
0,53.89,31.38268861851657,2,2147.88,9,106.84,2,1,6,13,5,0,1.0,17.47,1,14.14,467.75,520.58,0.2052315506966369,1,1,1,1.0,4.0,0,2023,11
0,54.14,60.99784906123474,2,3365.08,4,124.57,1,3,6,12,1,4,3.0,192.11,1,15.91,746.94,1013.71,0.1228878986113861,1,1,1,0.0,3.0,0,2023,5
3,41.12,23.88748563193109,3,3760.63,0,98.26,0,0,6,22,0,0,2.0,191.11,1,40.4,910.03,1042.25,0.0942774875391228,1,1,1,0.0,4.0,0,2023,12
3,71.36,50.55169304166704,1,4232.13,4,29.54,0,0,8,19,1,4,2.0,136.63,1,13.27,1192.4,1318.61,0.0223985551524011,1,1,0,0.0,8.0,0,2023,10
0,79.2,54.99786666858832,5,755.33,5,111.74,0,5,6,17,5,2,1.0,29.29,1,17.3,908.37,146.48,0.7628675075796663,1,1,1,1.0,4.0,0,2023,7
0,156.91,78.61235927548093,2,2082.58,4,26.52,1,6,6,12,2,4,6.0,371.52,1,9.52,759.36,553.95,0.047879613568645,1,1,1,0.0,4.0,0,2023,6
2,65.8,41.72387234347591,2,3365.08,8,63.73,4,1,6,10,5,3,0.0,0.0,1,17.3,1688.61,500.35,0.127367253920674,1,1,1,0.0,4.0,0,2023,4
0,39.72,62.9058394456644,0,2520.22,6,149.1,4,1,6,9,2,2,1.0,4.35,1,25.63,1055.92,582.21,0.2560837559236609,1,1,1,0.0,1.0,0,2023,4
3,44.76,46.02987290033798,2,1905.47,1,187.5,0,3,6,7,3,0,2.0,81.89,1,17.85,740.77,554.1,0.3383895414440802,1,1,1,0.0,3.0,0,2023,8
0,21.12,46.58432303076859,3,3701.06,5,2254.47,1,8,2,1,5,2,5.0,3929.9,1,4751.57,182.99,1695.2,1.3299107987140937,1,0,0,1.0,8.0,1,2023,11
1,78.86,42.57678305919588,3,4981.13,4,180.22,1,8,6,16,2,0,1.0,52.14,1,17.89,804.47,884.98,0.1802821150232581,1,1,1,0.0,3.0,0,2023,12
0,96.23,29.687316614115204,2,2634.92,4,85.19,0,6,8,21,6,3,3.0,135.93,1,24.79,1750.57,541.43,0.1573434404931116,1,1,1,0.0,1.0,0,2023,8
3,79.27,22.89872340019608,2,3365.08,9,109.6,4,1,0,19,1,2,2.0,150.78,1,11.23,1209.05,492.22,0.2226629956333209,1,1,1,0.0,4.0,0,2023,4
1,125.32,57.01831668196625,2,1941.95,0,289.45,0,3,5,19,2,4,2.0,477.63,1,36.47,606.28,385.44,0.750953095205058,0,1,1,0.0,4.0,0,2023,5
0,33.64,76.61528111562991,3,5544.58,5,196.98,3,1,0,14,2,0,2.0,82.62,2,4.88,294.03,1258.64,0.1565059050415686,1,1,0,0.0,1.0,0,2023,1
0,152.75,65.8461509160607,2,3365.08,11,57.45,0,7,6,9,2,4,3.0,339.15,1,16.01,1344.1,850.92,0.0675106794868271,1,1,1,0.0,3.0,0,2023,12
0,29.14,31.869415498509,0,359.07,11,115.32,1,8,6,10,2,0,0.0,0.0,1,20.01,512.52,78.0,1.4785079504214604,0,1,1,0.0,5.0,0,2023,4
0,98.47,41.71585521882855,5,1030.92,6,146.65,4,1,6,12,5,0,3.0,179.1,1,21.5,353.98,310.0,0.4730584960830959,1,1,1,0.0,3.0,0,2023,6
3,85.56,56.13217278719365,3,3909.2,1,87.49,4,1,6,16,2,0,1.0,158.69,1,2.92,616.25,1485.66,0.0588919771007404,1,1,0,0.0,4.0,0,2023,2
0,44.36,56.561191124373295,1,4586.35,2,24.81,1,0,6,12,2,0,1.0,78.3,1,5.16,1724.28,1348.92,0.0183940204169325,0,1,1,0.0,3.0,0,2023,4
0,10.71,47.032412391638445,3,4281.72,11,64.89,1,3,6,16,1,4,1.0,18.03,1,9.84,1260.7,1633.6,0.0397214430802251,1,1,1,0.0,4.0,0,2023,6
1,57.97,33.49979839882764,1,2867.41,11,54.75,1,6,6,18,6,4,1.0,51.6,1,21.93,1328.2,577.83,0.0947508903304689,0,1,1,0.0,9.0,0,2023,1
3,61.2,33.53699179245182,0,3167.02,11,122.75,2,1,6,18,2,0,5.0,573.2,1,37.83,630.14,936.9,0.1310152057125,1,1,1,1.0,7.0,0,2023,4
2,41.47,41.31665238683911,1,2067.02,9,30.15,0,1,6,12,4,4,3.0,405.47,1,53.8,538.83,311.43,0.0968101505080678,1,1,1,0.0,8.0,0,2023,1
1,68.7,19.785192883348344,1,4115.6,0,101.84,0,0,6,9,2,3,3.0,217.85,1,19.17,672.83,1422.44,0.0715938815247058,0,1,1,0.0,3.0,0,2023,11
0,19.74,57.08253869354803,3,4851.77,7,149.95,4,1,6,18,2,2,1.0,165.94,1,31.22,434.43,1585.16,0.0945975849266185,1,1,1,1.0,2.0,0,2023,9
0,36.6,40.41117462510942,1,3973.58,9,23.71,4,1,6,11,4,0,2.0,213.97,1,10.2,411.31,930.95,0.0254678706756327,1,1,1,0.0,4.0,0,2023,7
0,73.66,59.96233490259243,1,3818.88,11,105.04,3,1,6,19,3,0,1.0,140.35,1,30.25,772.32,790.16,0.1329306488527092,1,1,0,0.0,3.0,0,2023,12
0,105.92,46.60962764199044,0,2257.32,11,51.86,4,1,6,13,5,2,0.0,0.0,2,15.67,304.25,475.14,0.1091533262172364,0,1,1,0.0,3.0,0,2023,9
3,45.25,44.36226426567343,1,5021.55,8,74.96,1,8,6,10,3,2,0.0,0.0,1,17.33,835.89,1052.49,0.0712218198269241,1,1,1,0.0,8.0,0,2023,7
2,83.06,51.22388742486141,2,2049.05,6,21.72,4,1,7,12,4,3,1.0,69.73,1,2.54,1022.1,573.63,0.0378591878963187,1,1,1,0.0,4.0,0,2023,10
3,61.72,28.234479929500125,2,1512.65,4,80.11,0,4,6,20,1,4,4.0,338.82,1,17.3,953.97,884.98,0.2345253723669127,0,1,1,0.0,3.0,0,2023,6
0,87.88,21.63974855210326,5,526.26,3,71.46,0,1,6,16,1,0,1.0,97.26,1,49.91,1140.74,187.09,0.3819704324556336,1,1,1,0.0,5.0,0,2023,6
0,71.62,18.0,1,4592.63,11,28.15,1,0,4,13,3,2,2.0,390.57,1,39.67,874.5,1043.52,0.026978333980094,1,1,1,0.0,3.0,0,2023,11
0,16.59,50.04337144253542,3,2807.08,9,46.49,3,1,0,21,5,2,5.0,78.6,1,32.91,1238.62,802.98,0.0578987325419404,1,1,1,0.0,4.0,0,2023,9
2,40.44,46.97241785184207,2,2029.19,5,142.1,4,1,5,15,5,2,3.0,206.32,1,14.42,1210.04,798.6,0.1779309291578778,0,1,0,0.0,2.0,0,2023,6
3,23.14,33.272957457214915,3,5545.1,5,67.04,2,1,6,5,0,1,5.0,351.57,1,5.2,1341.15,2145.76,0.0312416863724667,1,1,1,0.0,4.0,0,2023,3
3,54.61,43.63047564871451,0,4190.04,0,51.76,2,1,6,2,3,2,3.0,305.63,1,23.64,1267.08,1086.86,0.0476251971497917,0,1,1,0.0,3.0,0,2023,8
2,35.06,55.86681574410953,1,3331.53,1,106.32,2,1,6,20,5,0,2.0,466.31,1,14.66,841.62,1325.58,0.0802098561051365,1,1,1,0.0,3.0,0,2023,4
3,35.94,47.05293980274807,3,4757.49,11,82.15,0,7,6,9,1,0,1.0,24.07,1,6.58,813.34,1548.83,0.0530414178852641,1,1,1,0.0,3.0,0,2023,8
0,41.1,29.24334908100645,5,1060.36,7,89.52,3,1,6,17,2,4,5.0,112.32,1,22.0,453.43,234.52,0.3817138092423203,1,1,0,1.0,4.0,0,2023,10
0,48.12,31.15528076215216,3,3384.91,6,125.8,2,1,6,12,0,1,3.0,268.32,1,46.31,497.88,1267.96,0.0992166760123622,1,1,1,0.0,3.0,0,2023,7
2,61.41,23.824609528695543,1,6468.63,8,67.22,3,1,6,11,4,4,2.0,211.21,1,30.66,1757.28,1822.85,0.0368789798025929,0,1,1,0.0,8.0,0,2023,11
0,107.02,52.63144721816349,3,2993.04,11,65.34,4,1,6,16,4,0,2.0,96.7,1,49.97,1241.92,884.98,0.0949026655000322,1,1,1,0.0,2.0,0,2023,1
2,34.72,56.28304415723822,0,3365.08,3,100.25,1,0,6,10,0,3,3.0,83.25,1,26.85,731.88,152.27,0.6583820935141249,1,1,1,3.0,3.0,0,2023,4
0,35.29,43.51935818394208,0,740.99,9,110.82,0,0,5,10,2,2,1.0,95.27,1,17.3,824.41,209.79,0.528232249226364,1,1,1,0.0,1.0,0,2023,1
3,38.3,44.12532226933203,3,5517.9,0,79.46,2,1,6,17,0,0,1.0,41.91,1,26.72,1211.61,884.98,0.0609040156241811,1,1,1,1.0,3.0,0,2023,11
0,64.91,37.8605936201272,1,3322.54,11,29.44,3,1,4,13,2,0,3.0,159.57,1,29.39,817.21,567.1,0.0519067127982765,1,1,1,0.0,2.0,0,2023,3
0,19.6,18.0,3,3717.13,10,114.04,1,5,6,16,0,4,2.0,78.44,1,37.17,643.38,1076.36,0.1059543537574582,0,1,1,0.0,2.0,0,2023,5
0,61.25,31.90943338839789,1,8164.52,11,67.84,2,1,6,10,3,2,0.0,0.0,1,8.35,1059.61,2775.93,0.02443743511593,1,0,1,0.0,3.0,0,2023,9
3,110.57,23.633534846630027,2,2293.81,11,122.78,1,3,6,10,4,2,3.0,348.34,1,23.09,530.5,450.56,0.2725047393927645,0,1,0,0.0,3.0,0,2023,11
2,30.79,19.58074097253731,5,575.71,11,70.74,1,0,6,17,5,0,1.0,65.67,2,13.66,475.54,166.16,0.4257267081678602,1,1,1,0.0,5.0,0,2023,10
2,37.58,68.89688451657733,1,4952.72,8,82.33,1,7,6,13,2,0,6.0,1278.07,1,45.84,952.13,1634.98,0.0503569090025091,1,1,1,0.0,3.0,0,2023,3
